,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm
619,619,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/16/2022 7:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
620,620,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 9:15:00 AM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
621,621,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 9:30:00 AM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
622,622,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 10:15:00 AM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,105.5,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
623,623,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 10:30:00 AM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
624,624,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 12:00:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,105.3,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
625,625,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 2:45:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
626,626,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 4:30:00 PM -04:00,107.0,0.0,96.0,102.0,95.0,106.0,105.5,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
627,627,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 4:45:00 PM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,107.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
628,628,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 5:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
629,629,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 6:00:00 PM -04:00,105.9,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
630,630,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 6:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
631,631,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 7:30:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
632,632,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 8:15:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
633,633,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/16/2022 8:30:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
634,634,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 2:30:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
635,635,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 3:45:00 AM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
636,636,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 10:15:00 AM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,105.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
637,637,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 11:00:00 AM -04:00,105.6,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
638,638,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 11:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.6,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
639,639,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 11:30:00 AM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
640,640,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 4:45:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
641,641,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 5:00:00 PM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
642,642,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 5:45:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
643,643,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/17/2022 6:30:00 PM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.6,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
644,644,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 1:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
645,645,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 1:45:00 AM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
646,646,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 2:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
647,647,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 3:00:00 AM -04:00,105.6,0.0,96.0,102.0,95.0,106.0,106.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
648,648,4710Q20220,,,COMPRESS_CMPD,compDischargeTemp,,,America/New_York,Chiller Alarm,7/18/2022 12:30:00 PM -04:00,153.8,0.0,0.0,150.0,0.0,0.0,114.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
650,650,4710Q20220,,,COMPRESS_MTRB,compThrustBrgTemp,,,America/New_York,Chiller Alarm,7/18/2022 1:45:00 PM -04:00,157.8,0.0,0.0,155.0,0.0,0.0,138.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
651,651,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 1:45:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
653,653,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 2:00:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
654,654,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 2:45:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
655,655,4710Q20220,,,COMPRESS_CMPD,compDischargeTemp,,,America/New_York,Chiller Alarm,7/18/2022 2:45:00 PM -04:00,150.8,0.0,0.0,150.0,0.0,0.0,114.8,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
657,657,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 3:30:00 PM -04:00,2.0,,,,,,3.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
658,658,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 4:00:00 PM -04:00,106.3,0.0,96.0,102.0,95.0,106.0,104.4,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
659,659,4710Q20220,,,COMPRESS_MTRB,compThrustBrgTemp,,,America/New_York,Chiller Alarm,7/18/2022 4:00:00 PM -04:00,159.3,0.0,0.0,155.0,0.0,0.0,139.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
660,660,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 4:15:00 PM -04:00,1.0,,,,,,3.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
661,661,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 4:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
662,662,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 5:00:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,105.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
664,664,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 6:15:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
665,665,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 6:30:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
666,666,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 8:15:00 PM -04:00,1.0,,,,,,3.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
667,667,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 8:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
668,668,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 9:30:00 PM -04:00,2.0,,,,,,3.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
669,669,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/18/2022 9:45:00 PM -04:00,104.4,0.0,96.0,102.0,95.0,106.0,103.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
670,670,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/18/2022 10:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
671,671,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/19/2022 7:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
672,672,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/19/2022 7:15:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
673,673,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/19/2022 7:30:00 PM -04:00,105.3,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
674,674,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/20/2022 5:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
675,675,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/20/2022 5:45:00 PM -04:00,105.3,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
676,676,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/21/2022 2:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
677,677,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/21/2022 2:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
678,678,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/21/2022 5:45:00 PM -04:00,106.3,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
679,679,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/21/2022 6:15:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
680,680,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/21/2022 7:30:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
681,681,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/21/2022 8:00:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
682,682,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/22/2022 6:45:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
683,683,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/22/2022 7:30:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
684,684,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/22/2022 10:00:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
685,685,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/22/2022 10:15:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
686,686,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 3:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
687,687,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 3:30:00 AM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
688,688,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 12:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,104.3,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
689,689,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 1:00:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
690,690,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 6:00:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
691,691,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/23/2022 7:00:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
692,692,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 1:00:00 AM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
693,693,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 1:15:00 AM -04:00,104.5,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
694,694,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 9:45:00 AM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.3,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
695,695,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 10:00:00 AM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
696,696,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 10:00:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
697,697,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/24/2022 10:15:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
698,698,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 4:00:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
699,699,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 4:15:00 AM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
700,700,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 4:30:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
701,701,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 4:45:00 AM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
702,702,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 6:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
703,703,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/25/2022 7:00:00 PM -04:00,104.0,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
704,704,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/29/2022 8:45:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
705,705,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/29/2022 9:00:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
706,706,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/29/2022 9:45:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
707,707,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/29/2022 10:00:00 PM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
708,708,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/30/2022 8:15:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.6,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
709,709,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/30/2022 8:30:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
710,710,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/31/2022 7:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
711,711,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/31/2022 7:30:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
712,712,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/31/2022 11:00:00 PM -04:00,106.3,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
713,713,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/31/2022 11:15:00 PM -04:00,105.2,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
714,714,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/1/2022 3:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
715,715,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/1/2022 3:45:00 AM -04:00,105.2,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
716,716,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/1/2022 8:00:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
717,717,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/1/2022 8:30:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
718,718,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/2/2022 12:30:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
719,719,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/2/2022 1:00:00 AM -04:00,105.3,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
720,720,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/2/2022 3:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
721,721,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/2/2022 3:30:00 AM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
722,722,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,8/3/2022 5:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
723,723,4710Q20220,,,STARTUP_OILT,oilSumpTemp,,,America/New_York,Chiller Alarm,8/3/2022 10:30:00 AM -04:00,92.0,0.0,100.0,165.0,0.0,170.0,131.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
725,725,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,8/3/2022 10:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
726,726,4710Q20220,,,HEAT_EX_CRP,condenserPressure,,,America/New_York,Chiller Alarm,8/4/2022 2:45:00 PM -04:00,125.2,0.0,0.0,125.0,0.0,0.0,123.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
728,728,4710Q20220,,,HEAT_EX_CRP,condenserPressure,,,America/New_York,Chiller Alarm,8/4/2022 4:00:00 PM -04:00,126.0,0.0,0.0,125.0,0.0,0.0,125.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
730,730,4710Q20220,,,HEAT_EX_CRP,condenserPressure,,,America/New_York,Chiller Alarm,8/4/2022 5:00:00 PM -04:00,125.2,0.0,0.0,125.0,0.0,0.0,124.9,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
732,732,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,8/5/2022 7:45:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
733,733,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,8/5/2022 9:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
734,734,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/5/2022 5:00:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
735,735,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,8/5/2022 5:15:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
